Collection,SINNO.ID,Name.Swe,Name.Eng,Descri.Swe,Industry,Product.code,Use.sectors,Use.sector.2,Use.sector.3,Use.sector.4,X,Notes,Innovation.type,Artifactual.complexity,Developmental.complexity,COM_Year,Commissioner,Firm.Novelty,Market.Novelty,Patent.Status,Literal.name.of.innovating.firm...SINNO.s.common.name...SINNO.ID,Location,Firm.only.produces.the.innovation,Corporate.group,Firm.founded.for.development.or.commercialization,Previously.developing.firms,Previously.developing.firm.2,Previously.developing.firm.3,Previously.developing.firm.4,Presentation.Year,Development.Year,Year.of.first.prototype,Use.sector.5,Use.sector.6,Use.sector.7,Use.sector.8,Use.sector.9,Origins,Origin.2,Origin.3,Origin.4,Origin.5,Additional.information.if.Origin...1a.New.scientific.discovery,Additional.information.if.Origin...1b.New.technologies.or.materials,Additional.info.if.Origin...2a.Official.regulation..legislation.and.standards.,Additional.information.if.Origin...5b.Solution.for.a.problem,Additional.information.if.Origin...7.Performance,Additional.information.if.Origin...20.Other,Science.spin.off,Research.insititutes.of.spin.off,Research.insititute.2.of.spin.off,Research.insititute.3.of.spin.off,Universities.of.spin.off,University.2.of.spin.off,University.3.of.spin.off,Developed.in.collaboration.with.other.actors,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID,Type,Country,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.1,Type.1,Country.1,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.2,Type.2,Country.2,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.3,Type.3,Country.3,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.4,Type.4,Country.4,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.5,Type.5,Country.5,Public.technology.program.involved,Public.technolgy.program.s.name,External.financing.received,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID,Type.of.funder,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.1,Type.of.funder.1,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.2,Type.of.funder.2,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.3,Type.of.funder.3,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.4,Type.of.funder.4,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.5,Type.of.funder.5,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.6,Type.of.funder.6,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.7,Type.of.funder.7,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.8,Type.of.funder.8,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.9,Type.of.funder.9,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.10,Type.of.funder.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.1,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.2,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.3,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.4,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.5,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.6,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.7,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.8,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.9,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.11,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.12,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.13,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.14,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.15,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.16,BIO.Name
SWINNO - updated,7718001,Trigger,,Larm för äldrevården som bevakar rum genom ultraljud. Om rörelser uteblir träder en liten enhet in funktion ch tänder en lampa samtidigt som den slår på en summerton. ,,32200,853,,,,219,,1,2,2,1972,,2,NA,NA,Larm & Miljöteknik AB ; Larm & Miljöteknik ; 6720002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 9 ; 4 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9246001,MIPAC,MIPAC,System för sträckfilmsemballering av pallaster utan värmekälla,,29240,,,,,221,,1,1,2,1972,ARENCO AB,1,2,NA,Kooperativa Förbundet ; Kooperativa Förbundet ; 8248002,,NA,,NA,AB Åmåls Gjuteri & Mekaniska Verkstad,,NA,NA,NA,1967,1968,NA,NA,NA,NA,NA,3,4,7,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 1972 ; 7-8 ; 43-44 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9250001,Peranet,Peranet,Strängsprutat plastmaerial med galler- eller nätstruktur som produceras med en för den nordiska marknaden ny teknik,,24160,17403,,,,225,,1,3,2,1972,,1,NA,NA,Perstorp AB ; Perstorp ; 5013002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1b,,,,,strängsprutformningsteknik,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,"1 ; Plastforum ;  ; 1972 ; 9 ; 26,28 ; ",,,,,,,,,,,,,,,,,NA
SWINNO - updated,9564001,Roto-Sieve,,"Roterande siltrumma för rening av avloppsvatten från bl.a. textil- och garveriindustrier. I trummans första del med fin perforering uppslammas suspensionen till trögflytande konsistens. Skruvtransportören vidarebefordrar massan till nästa fack, där avvattningen fortsätter medelst medbringaren. En roterande borste rensar kontinuerligt siltrumman.",,29240,18,19,90010,15130,234,"""För närvarande har staten beslutat lämna ett förhöjt statsbidrag med högst 50 proc av kostnaden till sådana miljövrdande åtgärder inom industrin som påbörjas under tiden 1 september 1972 till den 30 april 1973. Tidigareläggning av miljövårdsporjekt där åtaganden eller beslut redan föreligger kan i viss utsträckning även bli aktuella för förhöjda bidrag""",1,2,3,1972,,2,NA,NA,VVS Utrustning AB ; VVS Utrustning ; 8566002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,5a,,,,,,,Verkningsgrad,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Textil och konfektion ;  ; 1972 ; 11-12 ; 11 ; ,1 ; Textil och konfektion ;  ; 1975 ; 1 ; 34 ; ,1 ; Ny Teknik ;  ; 1976 ; 38 ; 34 ; ,4 ; Livsmedelsteknik ;  ; 1974 ; 4 ; 173 ; ,4 ; Livsmedelsteknik ;  ; 1975 ; 6 ; 251 ; ,,,,,,,,,,,,,NA
SWINNO - updated,9989001,,,"Pneumatisk, stationär barriär avsedd att lokalt förhindra utbredningen av olja på vatten då denna ej påverkas av vindar, vågor eller strömmar. Barriärerna är en god lösning på oljeskyddet i hamnar, dockor, kanaler osv. En bubbelbarriär bildar genom att tryckluft matas genom en perforerad slang som är placerad under vattnet, oftast på bottnetn. Detta skapar en strömning i vattnet. Det vatten, som stiger upp med luftbubblorna, ger i de lägre skikten upphov till en vattenströmning mot barriären. Detta resulterar i en strömning bort från barriären i de övre skikten, varvid den största strömningshastigheten uppträder vid ytan. Ythastigheten, som stiger med ökad lufttillförsel, är den verksamma delen av strömningsförloppet när det gäller att hindra oljan från att sprida sig. ",Food,29120,90,,,,246,,1,2,2,1972,,2,1,NA,Atlas Copco AB ; Atlas Copco ; 9764002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1972 ; 9 ; 426 ; ,1 ; Verkstäderna ;  ; 1975 ; 5 ; 67 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,9992001,,,"Brott i pappersbanan leder speciellt vid stora maskiner till pappersstockning och ett tidskrävande rensningsarbete. Eventuella brott fastställs med hjälp av blåsmunnstycken, varvid en anordning aktiveras som efter viran blåser tillbaka pappret i massabehållaren så att stockning längre fram i maskinen undviks. En lösning av problemet med användning av fluidistorer är motiverad dels av miljöskäl och dels att ett pneumatiskt system redan finns för avblåsningen.",,29550,21,,,,248,,1,2,2,1972,,2,NA,NA,Westin&Backlund ; Westin&Backlund ; 8994002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Undviker produktionsstopp,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1972 ; 10 ; 510 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6007001,PSU,,Program Storage Unit. Programkasett som ersätter hålremsan som programbärare. Hålremsor är ömtåliga och skadas lätt i verkstadsmiljöer. ,,32100,30,,,,265,,1,2,3,1973,,2,NA,NA,Datasaab ; Datasaab  ; 6410002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1973 ; 5-6 ; 37 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6878001,,,"Pulverbeläggningsmaterial avsett att eliminera många av de problem som finns i och med pulverbeläggning. Orsaken till att man tidigare i så liten utsträckning har använt pulverbeläggningsmetoden har varit dålig glans och otillfredsställande motståndskraft mot UV-ljus och värme. Det nya pulvermaterialet är baserat på polyester- och melaminföreningar, medan de tidigare ofta utgick från epoxiharts. Det nya materialet uppvisar under långvariga test betydligt bättre värden för glans samt ljus- och värmebeständighet. Detta förväntas innebära, att industrin i större utsträckning kommer att övergå till pulversprutning från traditionella lösningsbaserade lacker. Pulversprutning innebär en hel del fördelar. Utbeläggningen kan i regel genomföras i ett enda arbetsmoment. Det material som inte direkt appliceras på produkten under en elektrostatisk process, kan återvinnas och ånyo användas. Man slipper i stort sett också föroreningsproblematiken vid ytbeläggning med flytande lacker. Pulvret är lättare att transportera och innebär ingen brandrisk.",Food,24120,28,34,35,,278,,1,3,2,1973,,3,NA,NA,Scado AB ; Scado ; 5880002,Landskrona,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Bra glansvärden. God ljuskänslighet.,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Kemisk Tidskrift ;  ; 1973 ; 3 ; 11 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6880001,AGA Thermovision 750,,"Bärbart infrarödkamerasystem. Hela IR-utrustningen, en handkamera, bildenhet och batteriväska väger endast 8,3 kg. Inställningen av temperaturnivån är automatisk, vilket innebär att kontrasten är oförändrad även då IR-kameran panoreras över föremål med varierande temperatur. Temperaturskillnader mellan föremålets olika delar mäts med en s k isotermfunktion. Då temperaturen sammanfaller med den inställda isotermnivån framträder dessa områden på bilden som mättat vita. Isotermen kan med en ratt steglöst förflyttas inom hela det utvalda temperaturområdet. o",Machinery and Equipment,33400,74202,23,27,,280,,1,2,2,1973,,2,NA,NA,AGA Infrared Systems AB ; AGA Infrared Systems AB  ; 9803002,Lidingö,NA,AGA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,"Lätt, noggrann.",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4 ; Kemisk Tidskrift ;  ; 1973 ; 5 ; 13 ; ,4 ; Verkstäderna ;  ; 1973 ; 6 ; 365 ; ,1 ; Elteknik ;  ; 1973 ; 5-6 ; 24 ; ,,,,,,,,,,,,,,,NA
SWINNO - updated,6891001,Biorotor,,"Reningsaggregat som bygger på nya principer. Aggregatet består i princip av en roterande tunna, en biologisk kontaktrotor. Vid rening med en vanlig kontaktrotor har man dålig styrning på vattnet och har inte säker kontroll över kontakttid och kontaktsträcka för vattnet och den biologiska ytan. PN låter istället vattnet passera genom en ""tunna"" -en sluten rotor -där vattnet tvingas längs en skruvad bana uppbyggd av lameller. Därmed har man garantier för att vattnet passerar hela skivytan (den biologiska ytan). Man känner alltså -och kan styra -kontakttid och kontaktsträcka. ",,29240,90,,,,288,,1,2,2,1973,,1,2,NA,Parca Norrahammar ; Parca Norrahammar ; 5893002,Norrahammar,NA,,NA,Järnvägsverkstäderna,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,God styrning på vattnet.,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Kemisk Tidskrift ;  ; 1973 ; 10 ; 35 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7714001,,,"Prefabricerade byggelement av betong med fastgjutna träreglar, avsedd för villor, i synnerhet som golvbjälklag. ",,26619,452,,,,303,,1,3,3,1973,,2,NA,NA,Elow  Wennström KB ; Elow  Wennström KB ; 6716002,,NA,,NA,,,NA,NA,NA,NA,1973,NA,NA,NA,NA,NA,3,7,,,,,,,,Möjliggör sänkta material- och monteringskostnader,,NA,,,,,,NA,1,Färila Cementvarufabrik ; Färila Cementvarufabrik ; 13098002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 7 ; 4 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7721001,,,"Anläggning för återvinning av hushållssopor samt slam från reningsverk. Slutprodukten blir till keramiska kulor, vatten och kolsyra. Anläggningens kärna är en patenterad förbränningsugn och en sinterugn för vilken en ny princip tillämpas: aska, inklusive tungmetaller från rökgasreningen övergår till keramiska kulor.",,29210,,,,,307,,1,1,1,1973,,1,NA,NA,Arbman Development AB ; Arbman Development ; 10088002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,,,,,,,,Litenhet; kostnadsbesparande; effektivitet (i oskadliggörande av giftmängder i material som ska återvinnas),,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 21 ; 16 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7723001,,,Underhållsfria fönster basera på en ny träimpregneringsmetod. ,Chemical and Plastics,20302,101,4521,,,308,,1,3,2,1973,,2,NA,NA,Etri-fönster ; Etri-fönster ; 6725002,Bjurträsket,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,7,,,,,Träimpregneringsmetod kallad Royalprocessen. Virket görs helt färdigt för montering innan det behandlas genom en förlängd tryckimpregnering med inoljning och infärgning under 85% vakuum i slutet.,,,Lägre underhållskostnader,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 23 ; 6 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7725001,,,Hydrauldriven bergborrmaskin för ort- och tunneldrivning. Maskinen har två fördelar jämfört med ett tryckluftdrivet bergborraggregat; den har mycket hög borrsjunkning och den ger markant bättre arbetsmiljö. Hydraulborrmaskinen är den första i världen för arbete under jord. ,,29520,13,14,,,310,,1,1,2,1973,,1,2,NA,Atlas Copco AB ; Atlas Copco ; 9764002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,5a,,,,,,,"Hög borrsjunkning, bättre arbetsmiljö.",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 26 ; 6 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7726001,,,Luftfiltreringsanordning för hyttförsedda arbetsfordon i dammiga miljöer som avskiljer mycket små partiklar. ,,29230,9002,13,14,,311,,1,2,2,1973,,1,NA,NA,Inoma Innovation AB ; Inoma Innovation ; 6728002,Skellefteå,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,Avskiljer mindre partiklar,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1973 ; 26 ; 9 ; ,1 ; VVS ;  ; 1973 ; 9 ; 136-137 ; ,4 ; Verkstäderna ;  ; 1973 ; 9 ; 452 ; ,,,,,,,,,,,,,,,NA
SWINNO - updated,7833001,,,"Mottagningssystem för att ta emot oljeförorenat vatten från tankfartyg som utnyttjar att oljan vanligtvis är lättare än vatten. Det förorenade vattnet pumpas in i den första tanken och sedan vidare genom systemet. Oljan strävar hela tiden mot ytan, varifrån den pumpas över i en uppsamlingstank.",,35110,61,,,,316,,1,1,2,1973,,2,NA,NA,Renare Hav AB ; Renare Hav ; 6835002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1976 ; 48 ; 4 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9420001,,,Ny processteknik för mekanisk massa som värmer upp veden till hög temperatur före den mekaniska sönderdelningen vilket inverkar gynnsamt på massakvalitén,Chemical and Plastics,21111,,,,,321,,3,NA,2,1973,,1,NA,NA,SCA Ortviken ; SCA Ortviken ; 8422002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,,,,,,,,problem med mekanisk massa som tenderar att gulna i solljus,,,NA,,,,,,NA,1,Svenska Träforskningsinstitutet ; STFI ; 4989002,14,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,"1 ; Svensk Trävaru och Pappersmassetidning ;  ; 1973 ; 12 ; 597,599 ; ",1 ; Svensk Trävaru och Pappersmassetidning ;  ; 1974 ; 1 ; 54 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,6012001,,,"Torkugn med infravärme. De traditionella konvektionsugnarna hade en underkapacitet i förhållande till övriga tillverkningsprocesser. Med IR-ugnar spar man tid, utrymme, pengar och får bättre arbetsmiljö. ",,29210,341,,,,344,,1,2,2,1974,,2,NA,NA,Infrarödteknik AB ; Infrarödteknik ; 9758002,Vänersborg,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,,,NA,,,,,,NA,1,Svenska Phillips AB ; Svenska Phillips ; 13025002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1974 ; 2 ; 30 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6021001,,,"Robot med brett användningsområde. Roboten drivs helt elektriskt, en fördel ur miljösynpunkt, eftersom den arbetar mycket tyst. ",,29569,-100,,,,353,,1,2,2,1974,,3,NA,NA,Asea ; Asea ; 9755002,,NA,Asea,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1974 ; 6 ; 50 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6898001,Gullspångsprocessen,,"Metod för att genom vätskeextraktion återvinna en rad metaller ur höglegerat styckeskrot, svarvspån och slipspån. ",Wastewater Treatment,37100,37100,,,,365,,1,2,2,1974,,2,2,NA,Gullspångs Elktrokemiska AB ; Gullspångs Elktrokemiska ; 5900002,Gullspång,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,12,5a,,,,,,,,,NA,,,,,,NA,1,Chalmers ; Chalmers ; 11262002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,"2 ; Kemisk Tidskrift ;  ; 1974 ; 6 ; 46-48, 51 ; ","5 ; Kemisk Tidskrift ;  ; 1975 ; 11 ; 102-104, 107-108 ; ",,,,,,,,,,,,,,,,NA
SWINNO - updated,6899001,MAR-processen,,"Metals and acid recovery. Process för återvinning av metaller ur metallhaltigt slam, slagg, aska, etc. ",Wastewater Treatment,37100,37100,,,,366,,1,2,2,1974,,2,2,NA,MX Processer AB ; MX Processer ; 9957002,Göteborg,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,12,5a,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,"2 ; Kemisk Tidskrift ;  ; 1974 ; 6 ; 46-48, 51 ; ","5 ; Kemisk Tidskrift ;  ; 1975 ; 11 ; 102-104, 107-108 ; ",,,,,,,,,,,,,,,,NA
SWINNO - updated,6901001,Söderforsprocessen,,Process för återvinning av metaller och syror ur betbad för rostfritt stål. ,Wastewater Treatment,37100,37100,,,,368,,1,2,2,1974,,2,2,NA,Stora Kopparbergs Bergslag AB ; Stora Kopparbergs Bergslags ; 5903002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,12,5a,,,,,,,,,NA,,,,,,NA,1,Chalmers ; Chalmers ; 11262002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,"2 ; Kemisk Tidskrift ;  ; 1974 ; 6 ; 46-48, 51 ; ","5 ; Kemisk Tidskrift ;  ; 1975 ; 11 ; 102-104, 107-108 ; ",,,,,,,,,,,,,,,,NA
SWINNO - updated,7380001,ABC-huggaren,,Skogsmaskin.,,29320,2,,,,376,,1,2,2,1974,,2,NA,NA,Angsburg & Bruks Constructors AB ; Angsburg & Bruks Constructors ; 10035002,Markaryd,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Sågverken ;  ; 1974 ; 9 ; 622-627 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7383001,880,,"Fällare. Med den nya maskinen har möjligheter skapats att helt mekanisera avverkningsarbetet. Fällaren passar i de flesta fall även in i Logma-systemet. Fällaren är i första hand avsedd för slutavverkningsbestånd. Den avskiljer träden med klippande eller sågande fälldon och lyfter dem sedan stående och lägger i högar. Maskinen är således en fällare-buntläggare. Maskinen består av ett tvåaxligt, ramstyrt chassi med pendelaxel under den motorbärande fordonsdelen. Hjuldimensionen är lika på samtliga hjul. Chassit är i princip uppbyggt på samma sätt som på en lunnare. ",,29320,2,,,,377,,1,2,2,1974,,3,NA,NA,Kockums AB ; Kockums ; 7950002,,NA,Kockums AB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Sågverken ;  ; 1974 ; 10 ; 725-727 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7735001,,,"Slangbrottsventil avsedd för att förhindra olyckor vid brott på hydraulslangar till kranar, laster, lyftbord med mera. Ventilen kan stänga flödet inom 35 millisekunder vilket gör att lasten inte hinnder accelera så mycket att olyckor ska behöva inträffa.",,29130,-100,,,,381,,1,3,3,1974,,2,NA,NA,Öhrn & Co Mekanisk Verkstad ; Öhrn & Co Mekanisk Verkstad ; 6737002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,Snabbare stängning av flödet vid slangbrott,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1974 ; 7 ; 7 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7740001,Sonwood,Sonwood,Nytt material i vilket PVC och trämjöl ingår.,,25210,20102,,,,385,,1,3,2,1974,,2,NA,NA,Sonesson Plast AB ; Sonesson Plast ; 6742002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,,,,,,,,,Knapphet på ädelträ och plastråvaror,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1974 ; 12 ; 7 ; ,,,,,,,,,,,,,,,,,NA
